Raw,Left 50,No %,,Address,Percent,Amount, ,ID,Amount,Cumulative %,Pareto,all,$10 or more,$50 or more,$100 or more
0x62F15E8fa20284Ce8DE42c8768b481882FC59354190.44800289592710831 MobLP 0.0678%,0x62F15E8fa20284Ce8DE42c8768b481882FC59354190.4480,0x62F15E8fa20284Ce8DE42c8768b481882FC59354190.44800289592710831 MobLP 0.0678, ,0x62F15E8fa20284Ce8DE42c8768b481882FC59354, 0.0678,190.4480, ,66,190.448,94.94,,9.46%,21.02%,39.05%,54.10%
0xdec029b14c6d1D41EFF08C3DF7C121E64fa9fBB3179.303691756913881401 MobLP 0.0638%,0xdec029b14c6d1D41EFF08C3DF7C121E64fa9fBB3179.3036,0xdec029b14c6d1D41EFF08C3DF7C121E64fa9fBB3179.303691756913881401 MobLP 0.0638, ,0xdec029b14c6d1D41EFF08C3DF7C121E64fa9fBB3, 0.0638,179.3036, ,67,179.3036,95.01,,9.60%,21.34%,39.64%,54.92%
0xCCA853211290D25d145F53c1c19366Fb36685c56159.494514059039497517 MobLP 0.0567%,0xCCA853211290D25d145F53c1c19366Fb36685c56159.4945,0xCCA853211290D25d145F53c1c19366Fb36685c56159.494514059039497517 MobLP 0.0567, ,0xCCA853211290D25d145F53c1c19366Fb36685c56, 0.0567,159.4945, ,68,159.4945,95.06,,9.74%,21.66%,40.24%,55.74%
0xCa9ba74eE20917211ef646AC51ACcc287F27538b159.219513006213317596 MobLP 0.0566%,0xCa9ba74eE20917211ef646AC51ACcc287F27538b159.2195,0xCa9ba74eE20917211ef646AC51ACcc287F27538b159.219513006213317596 MobLP 0.0566, ,0xCa9ba74eE20917211ef646AC51ACcc287F27538b, 0.0566,159.2195, ,69,159.2195,95.12,,9.89%,21.97%,40.83%,56.56%
0x5788142AaD596498905A8a231d34d7C747834F4d157.855979654436636953 MobLP 0.0562%,0x5788142AaD596498905A8a231d34d7C747834F4d157.8559,0x5788142AaD596498905A8a231d34d7C747834F4d157.855979654436636953 MobLP 0.0562, ,0x5788142AaD596498905A8a231d34d7C747834F4d, 0.0562,157.8559, ,70,157.8559,95.18,,10.03%,22.29%,41.42%,57.38%
0xD26eA7412FB75D5E4c8c9F3EE7b1dfFf64440eE8153.179164654753199047 MobLP 0.0545%,0xD26eA7412FB75D5E4c8c9F3EE7b1dfFf64440eE8153.1791,0xD26eA7412FB75D5E4c8c9F3EE7b1dfFf64440eE8153.179164654753199047 MobLP 0.0545, ,0xD26eA7412FB75D5E4c8c9F3EE7b1dfFf64440eE8, 0.0545,153.1791, ,71,153.1791,95.23,,10.17%,22.61%,42.01%,58.20%
0x491C2521698FBF871E3f1Dcfd488f5Fece4c7Feb150.950609890938674272 MobLP 0.0537%,0x491C2521698FBF871E3f1Dcfd488f5Fece4c7Feb150.9506,0x491C2521698FBF871E3f1Dcfd488f5Fece4c7Feb150.950609890938674272 MobLP 0.0537, ,0x491C2521698FBF871E3f1Dcfd488f5Fece4c7Feb, 0.0537,150.9506, ,72,150.9506,95.29,,10.32%,22.93%,42.60%,59.02%
0x5b52bF12e7D8737ED61f06147fc655514679Ce72139.224503771142581511 MobLP 0.0495%,0x5b52bF12e7D8737ED61f06147fc655514679Ce72139.2245,0x5b52bF12e7D8737ED61f06147fc655514679Ce72139.224503771142581511 MobLP 0.0495, ,0x5b52bF12e7D8737ED61f06147fc655514679Ce72, 0.0495,139.2245, ,73,139.2245,95.33,,10.46%,23.25%,43.20%,59.84%
0x121b6c4e60e20eaDc508e0F772f009e8136E3824133.17387225824492112 MobLP 0.0474%,0x121b6c4e60e20eaDc508e0F772f009e8136E3824133.1738,0x121b6c4e60e20eaDc508e0F772f009e8136E3824133.17387225824492112 MobLP 0.0474, ,0x121b6c4e60e20eaDc508e0F772f009e8136E3824, 0.0474,133.1738, ,74,133.1738,95.38,,10.60%,23.57%,43.79%,60.66%
0x6DeD5ac476762a9f7927414A7c57015c7D979050133.038516799306632795 MobLP 0.0473%,0x6DeD5ac476762a9f7927414A7c57015c7D979050133.0385,0x6DeD5ac476762a9f7927414A7c57015c7D979050133.038516799306632795 MobLP 0.0473, ,0x6DeD5ac476762a9f7927414A7c57015c7D979050, 0.0473,133.0385, ,75,133.0385,95.43,,10.74%,23.89%,44.38%,61.48%
0xA03DEE508d09Ba9401a661F154036B36328e0F0C132.692117996230950018 MobLP 0.0472%,0xA03DEE508d09Ba9401a661F154036B36328e0F0C132.6921,0xA03DEE508d09Ba9401a661F154036B36328e0F0C132.692117996230950018 MobLP 0.0472, ,0xA03DEE508d09Ba9401a661F154036B36328e0F0C, 0.0472,132.6921, ,76,132.6921,95.48,,10.89%,24.20%,44.97%,62.30%
0x6650a2588C5E38bD40939c310bF775469d2C5198130.839294876430032476 MobLP 0.0466%,0x6650a2588C5E38bD40939c310bF775469d2C5198130.8392,0x6650a2588C5E38bD40939c310bF775469d2C5198130.839294876430032476 MobLP 0.0466, ,0x6650a2588C5E38bD40939c310bF775469d2C5198, 0.0466,130.8392, ,77,130.8392,95.52,,11.03%,24.52%,45.56%,63.11%
0xB11A0Ce3A6EA30D8aA906E0f84eB92be8aF5aFcb128.312641088731974603 MobLP 0.0457%,0xB11A0Ce3A6EA30D8aA906E0f84eB92be8aF5aFcb128.3126,0xB11A0Ce3A6EA30D8aA906E0f84eB92be8aF5aFcb128.312641088731974603 MobLP 0.0457, ,0xB11A0Ce3A6EA30D8aA906E0f84eB92be8aF5aFcb, 0.0457,128.3126, ,78,128.3126,95.57,,11.17%,24.84%,46.15%,63.93%
0x4cb1a8Bb524Ec318AAad1c63cA51b2189Df00560128.143983600717222643 MobLP 0.0456%,0x4cb1a8Bb524Ec318AAad1c63cA51b2189Df00560128.1439,0x4cb1a8Bb524Ec318AAad1c63cA51b2189Df00560128.143983600717222643 MobLP 0.0456, ,0x4cb1a8Bb524Ec318AAad1c63cA51b2189Df00560, 0.0456,128.1439, ,79,128.1439,95.61,,11.32%,25.16%,46.75%,64.75%
0x06567A5f553B9798B4bD5D14c0f0b1ABC34183fD127.313410433055279024 MobLP 0.0453%,0x06567A5f553B9798B4bD5D14c0f0b1ABC34183fD127.3134,0x06567A5f553B9798B4bD5D14c0f0b1ABC34183fD127.313410433055279024 MobLP 0.0453, ,0x06567A5f553B9798B4bD5D14c0f0b1ABC34183fD, 0.0453,127.3134, ,80,127.3134,95.66,,11.46%,25.48%,47.34%,65.57%
0xEE5dB12Dc8424EA96C95794F2C9D7E7724f26FF7124.96184882409095414 MobLP 0.0445%,0xEE5dB12Dc8424EA96C95794F2C9D7E7724f26FF7124.9618,0xEE5dB12Dc8424EA96C95794F2C9D7E7724f26FF7124.96184882409095414 MobLP 0.0445, ,0xEE5dB12Dc8424EA96C95794F2C9D7E7724f26FF7, 0.0445,124.9618, ,81,124.9618,95.70,,11.60%,25.80%,47.93%,66.39%
0x28cF547faBfc35ab3a39b92AC1dD351Fe85177e9124.194157879164789782 MobLP 0.0442%,0x28cF547faBfc35ab3a39b92AC1dD351Fe85177e9124.1941,0x28cF547faBfc35ab3a39b92AC1dD351Fe85177e9124.194157879164789782 MobLP 0.0442, ,0x28cF547faBfc35ab3a39b92AC1dD351Fe85177e9, 0.0442,124.1941, ,82,124.1941,95.75,,11.75%,26.11%,48.52%,67.21%
0x89Be078D45ABaD1235a27d62435D36965b5Bf2B7122.63973570294406128 MobLP 0.0436%,0x89Be078D45ABaD1235a27d62435D36965b5Bf2B7122.6397,0x89Be078D45ABaD1235a27d62435D36965b5Bf2B7122.63973570294406128 MobLP 0.0436, ,0x89Be078D45ABaD1235a27d62435D36965b5Bf2B7, 0.0436,122.6397, ,83,122.6397,95.79,,11.89%,26.43%,49.11%,68.03%
0x8AeF0Ef8D94B50dfe6E499357eCB621acC993cf7122.591429545318504746 MobLP 0.0436%,0x8AeF0Ef8D94B50dfe6E499357eCB621acC993cf7122.5914,0x8AeF0Ef8D94B50dfe6E499357eCB621acC993cf7122.591429545318504746 MobLP 0.0436, ,0x8AeF0Ef8D94B50dfe6E499357eCB621acC993cf7, 0.0436,122.5914, ,84,122.5914,95.84,,12.03%,26.75%,49.70%,68.85%
0x26DF6ed56e984aeeb44EDe17B613A7E16b578d6b122.469684170391911864 MobLP 0.0436%,0x26DF6ed56e984aeeb44EDe17B613A7E16b578d6b122.4696,0x26DF6ed56e984aeeb44EDe17B613A7E16b578d6b122.469684170391911864 MobLP 0.0436, ,0x26DF6ed56e984aeeb44EDe17B613A7E16b578d6b, 0.0436,122.4696, ,85,122.4696,95.88,,12.18%,27.07%,50.30%,69.67%
0xe10Dcd584870f61Cb54c39Ac43d969C8ddA9d2a5122.334252135830158952 MobLP 0.0435%,0xe10Dcd584870f61Cb54c39Ac43d969C8ddA9d2a5122.3342,0xe10Dcd584870f61Cb54c39Ac43d969C8ddA9d2a5122.334252135830158952 MobLP 0.0435, ,0xe10Dcd584870f61Cb54c39Ac43d969C8ddA9d2a5, 0.0435,122.3342, ,86,122.3342,95.92,,12.32%,27.39%,50.89%,70.49%
0xE9303D08D0F75C72e6E74D3D30547a0DFE78F557122.332277009735931607 MobLP 0.0435%,0xE9303D08D0F75C72e6E74D3D30547a0DFE78F557122.3322,0xE9303D08D0F75C72e6E74D3D30547a0DFE78F557122.332277009735931607 MobLP 0.0435, ,0xE9303D08D0F75C72e6E74D3D30547a0DFE78F557, 0.0435,122.3322, ,87,122.3322,95.97,,12.46%,27.71%,51.48%,71.31%
0xC40840c933307965328fb32AFf6a94853f5253a7120.829206448754081846 MobLP 0.0430%,0xC40840c933307965328fb32AFf6a94853f5253a7120.8292,0xC40840c933307965328fb32AFf6a94853f5253a7120.829206448754081846 MobLP 0.0430, ,0xC40840c933307965328fb32AFf6a94853f5253a7, 0.0430,120.8292, ,88,120.8292,96.01,,12.61%,28.03%,52.07%,72.13%
0x63E1FB4493abDA92966A43824018b984EaFF9093117.778837352578273014 MobLP 0.0419%,0x63E1FB4493abDA92966A43824018b984EaFF9093117.7788,0x63E1FB4493abDA92966A43824018b984EaFF9093117.778837352578273014 MobLP 0.0419, ,0x63E1FB4493abDA92966A43824018b984EaFF9093, 0.0419,117.7788, ,89,117.7788,96.05,,12.75%,28.34%,52.66%,72.95%
0xD439fcFF83fE048Fb37f0B4d84C4c83F01D3c447117.099883868409081969 MobLP 0.0417%,0xD439fcFF83fE048Fb37f0B4d84C4c83F01D3c447117.0998,0xD439fcFF83fE048Fb37f0B4d84C4c83F01D3c447117.099883868409081969 MobLP 0.0417, ,0xD439fcFF83fE048Fb37f0B4d84C4c83F01D3c447, 0.0417,117.0998, ,90,117.0998,96.09,,12.89%,28.66%,53.25%,73.77%
0x197bb67773A1aDb0E3d19D9150BFA1E490bA581c117.034862607088285932 MobLP 0.0416%,0x197bb67773A1aDb0E3d19D9150BFA1E490bA581c117.0348,0x197bb67773A1aDb0E3d19D9150BFA1E490bA581c117.034862607088285932 MobLP 0.0416, ,0x197bb67773A1aDb0E3d19D9150BFA1E490bA581c, 0.0416,117.0348, ,91,117.0348,96.13,,13.04%,28.98%,53.85%,74.59%
0xE20017347df47c2d43d7E9dc435003B9440E04fF113.35026075481832472 MobLP 0.0403%,0xE20017347df47c2d43d7E9dc435003B9440E04fF113.3502,0xE20017347df47c2d43d7E9dc435003B9440E04fF113.35026075481832472 MobLP 0.0403, ,0xE20017347df47c2d43d7E9dc435003B9440E04fF, 0.0403,113.3502, ,92,113.3502,96.17,,13.18%,29.30%,54.44%,75.41%
0x7d8afffF538dE41a5E8eaBb89e43AD52b4a0291d110.38453214853255892 MobLP 0.0393%,0x7d8afffF538dE41a5E8eaBb89e43AD52b4a0291d110.3845,0x7d8afffF538dE41a5E8eaBb89e43AD52b4a0291d110.38453214853255892 MobLP 0.0393, ,0x7d8afffF538dE41a5E8eaBb89e43AD52b4a0291d, 0.0393,110.3845, ,93,110.3845,96.21,,13.32%,29.62%,55.03%,76.23%
0xa7FE07b67e798F827f54254CA82E63d56064627E110.238683624564613308 MobLP 0.0392%,0xa7FE07b67e798F827f54254CA82E63d56064627E110.2386,0xa7FE07b67e798F827f54254CA82E63d56064627E110.238683624564613308 MobLP 0.0392, ,0xa7FE07b67e798F827f54254CA82E63d56064627E, 0.0392,110.2386, ,94,110.2386,96.25,,13.47%,29.94%,55.62%,77.05%
0xBb03C204988Bb576aB438Aa7FA74f6160FFc1A30110.235466653373592023 MobLP 0.0392%,0xBb03C204988Bb576aB438Aa7FA74f6160FFc1A30110.2354,0xBb03C204988Bb576aB438Aa7FA74f6160FFc1A30110.235466653373592023 MobLP 0.0392, ,0xBb03C204988Bb576aB438Aa7FA74f6160FFc1A30, 0.0392,110.2354, ,95,110.2354,96.29,,13.61%,30.25%,56.21%,77.87%
0x43337a56dfCe162259b602201C3dB3d106E26e94110.231925647486891633 MobLP 0.0392%,0x43337a56dfCe162259b602201C3dB3d106E26e94110.2319,0x43337a56dfCe162259b602201C3dB3d106E26e94110.231925647486891633 MobLP 0.0392, ,0x43337a56dfCe162259b602201C3dB3d106E26e94, 0.0392,110.2319, ,96,110.2319,96.33,,13.75%,30.57%,56.80%,78.69%
0xB2DcC3de3853d19A8a8444783a3027B670721697110.213316121668441923 MobLP 0.0392%,0xB2DcC3de3853d19A8a8444783a3027B670721697110.2133,0xB2DcC3de3853d19A8a8444783a3027B670721697110.213316121668441923 MobLP 0.0392, ,0xB2DcC3de3853d19A8a8444783a3027B670721697, 0.0392,110.2133, ,97,110.2133,96.37,,13.90%,30.89%,57.40%,79.51%
0xD1FC7621BA601a4032fdc2e9c961B6028632Bb86109.573837647570987648 MobLP 0.0390%,0xD1FC7621BA601a4032fdc2e9c961B6028632Bb86109.5738,0xD1FC7621BA601a4032fdc2e9c961B6028632Bb86109.573837647570987648 MobLP 0.0390, ,0xD1FC7621BA601a4032fdc2e9c961B6028632Bb86, 0.0390,109.5738, ,98,109.5738,96.41,,14.04%,31.21%,57.99%,80.33%
0x4B95093Afa655Af6d24299901eF1bB6D5FDad944107.757238654916507793 MobLP 0.0383%,0x4B95093Afa655Af6d24299901eF1bB6D5FDad944107.7572,0x4B95093Afa655Af6d24299901eF1bB6D5FDad944107.757238654916507793 MobLP 0.0383, ,0x4B95093Afa655Af6d24299901eF1bB6D5FDad944, 0.0383,107.7572, ,99,107.7572,96.45,,14.18%,31.53%,58.58%,81.15%
0x56632dCb40E4ca09B048b3D703187ca586eb2100107.724085975513988741 MobLP 0.0383%,0x56632dCb40E4ca09B048b3D703187ca586eb2100107.7240,0x56632dCb40E4ca09B048b3D703187ca586eb2100107.724085975513988741 MobLP 0.0383, ,0x56632dCb40E4ca09B048b3D703187ca586eb2100, 0.0383,107.7240, ,100,107.724,96.49,,14.33%,31.85%,59.17%,81.97%
0x07D06cA1acc27FE24C7cffc9E0182fBbEfcC1826106.400940262848454296 MobLP 0.0379%,0x07D06cA1acc27FE24C7cffc9E0182fBbEfcC1826106.4009,0x07D06cA1acc27FE24C7cffc9E0182fBbEfcC1826106.400940262848454296 MobLP 0.0379, ,0x07D06cA1acc27FE24C7cffc9E0182fBbEfcC1826, 0.0379,106.4009, ,101,106.4009,96.52,,14.47%,32.17%,59.76%,82.79%
0xB811Ad5C016c37d9f40dffA8fc360F9B3fFC0d2A104.995379894163975541 MobLP 0.0374%,0xB811Ad5C016c37d9f40dffA8fc360F9B3fFC0d2A104.9953,0xB811Ad5C016c37d9f40dffA8fc360F9B3fFC0d2A104.995379894163975541 MobLP 0.0374, ,0xB811Ad5C016c37d9f40dffA8fc360F9B3fFC0d2A, 0.0374,104.9953, ,102,104.9953,96.56,,14.61%,32.48%,60.36%,83.61%
0x601091af1314491f4E3088f8f0FfF80D31Fb0E1e101.868093097855722491 MobLP 0.0362%,0x601091af1314491f4E3088f8f0FfF80D31Fb0E1e101.8680,0x601091af1314491f4E3088f8f0FfF80D31Fb0E1e101.868093097855722491 MobLP 0.0362, ,0x601091af1314491f4E3088f8f0FfF80D31Fb0E1e, 0.0362,101.8680, ,103,101.868,96.60,,14.76%,32.80%,60.95%,84.43%
0x8C69f8D2F360d0bd12cB73b92E90a380e32987BB101.857083899931688236 MobLP 0.0362%,0x8C69f8D2F360d0bd12cB73b92E90a380e32987BB101.8570,0x8C69f8D2F360d0bd12cB73b92E90a380e32987BB101.857083899931688236 MobLP 0.0362, ,0x8C69f8D2F360d0bd12cB73b92E90a380e32987BB, 0.0362,101.8570, ,104,101.857,96.63,,14.90%,33.12%,61.54%,85.25%
0xF5A1aafc2afAd5A27FF25339e7cBa1Dca05b73b9101.806408622442890915 MobLP 0.0362%,0xF5A1aafc2afAd5A27FF25339e7cBa1Dca05b73b9101.8064,0xF5A1aafc2afAd5A27FF25339e7cBa1Dca05b73b9101.806408622442890915 MobLP 0.0362, ,0xF5A1aafc2afAd5A27FF25339e7cBa1Dca05b73b9, 0.0362,101.8064, ,105,101.8064,96.67,,15.04%,33.44%,62.13%,86.07%
0x5Ae899713D0A696F85B43bd90473b5268F0c1B30101.538676208225256268 MobLP 0.0361%,0x5Ae899713D0A696F85B43bd90473b5268F0c1B30101.5386,0x5Ae899713D0A696F85B43bd90473b5268F0c1B30101.538676208225256268 MobLP 0.0361, ,0x5Ae899713D0A696F85B43bd90473b5268F0c1B30, 0.0361,101.5386, ,106,101.5386,96.71,,15.19%,33.76%,62.72%,86.89%
0xb0dB0A18Ba8309b66AA54eA5bb55f4f457CA3Ea8101.402990106216561739 MobLP 0.0361%,0xb0dB0A18Ba8309b66AA54eA5bb55f4f457CA3Ea8101.4029,0xb0dB0A18Ba8309b66AA54eA5bb55f4f457CA3Ea8101.402990106216561739 MobLP 0.0361, ,0xb0dB0A18Ba8309b66AA54eA5bb55f4f457CA3Ea8, 0.0361,101.4029, ,107,101.4029,96.74,,15.33%,34.08%,63.31%,87.70%
0x9474F8516E98BE70cB25DFaA94632d1Ace582e1c101.402308429341839058 MobLP 0.0361%,0x9474F8516E98BE70cB25DFaA94632d1Ace582e1c101.4023,0x9474F8516E98BE70cB25DFaA94632d1Ace582e1c101.402308429341839058 MobLP 0.0361, ,0x9474F8516E98BE70cB25DFaA94632d1Ace582e1c, 0.0361,101.4023, ,108,101.4023,96.78,,15.47%,34.39%,63.91%,88.52%
0x3208590A78a7D3Af09338d1f23a668cAA29f05C7101.105537183571975421 MobLP 0.0360%,0x3208590A78a7D3Af09338d1f23a668cAA29f05C7101.1055,0x3208590A78a7D3Af09338d1f23a668cAA29f05C7101.105537183571975421 MobLP 0.0360, ,0x3208590A78a7D3Af09338d1f23a668cAA29f05C7, 0.0360,101.1055, ,109,101.1055,96.81,,15.62%,34.71%,64.50%,89.34%
0x3638c0c66B7A7C119ECf249c4cFa135ACDe16a5B100.81163408821104765 MobLP 0.0359%,0x3638c0c66B7A7C119ECf249c4cFa135ACDe16a5B100.8116,0x3638c0c66B7A7C119ECf249c4cFa135ACDe16a5B100.81163408821104765 MobLP 0.0359, ,0x3638c0c66B7A7C119ECf249c4cFa135ACDe16a5B, 0.0359,100.8116, ,110,100.8116,96.85,,15.76%,35.03%,65.09%,90.16%
0x92Ea428EFEFCFEDa6BaB9b8E79edA79e20cb34E6100.786259165394046065 MobLP 0.0359%,0x92Ea428EFEFCFEDa6BaB9b8E79edA79e20cb34E6100.7862,0x92Ea428EFEFCFEDa6BaB9b8E79edA79e20cb34E6100.786259165394046065 MobLP 0.0359, ,0x92Ea428EFEFCFEDa6BaB9b8E79edA79e20cb34E6, 0.0359,100.7862, ,111,100.7862,96.89,,15.90%,35.35%,65.68%,90.98%
0xA5545AD0C00E800cdf9Eb8225C43be59c0B074d0100.77894138166965856 MobLP 0.0359%,0xA5545AD0C00E800cdf9Eb8225C43be59c0B074d0100.7789,0xA5545AD0C00E800cdf9Eb8225C43be59c0B074d0100.77894138166965856 MobLP 0.0359, ,0xA5545AD0C00E800cdf9Eb8225C43be59c0B074d0, 0.0359,100.7789, ,112,100.7789,96.92,,16.05%,35.67%,66.27%,91.80%
0x0a113F70D465c59F43A6076be60B2C077c7182F7100.771680620179489484 MobLP 0.0359%,0x0a113F70D465c59F43A6076be60B2C077c7182F7100.7716,0x0a113F70D465c59F43A6076be60B2C077c7182F7100.771680620179489484 MobLP 0.0359, ,0x0a113F70D465c59F43A6076be60B2C077c7182F7, 0.0359,100.7716, ,113,100.7716,96.96,,16.19%,35.99%,66.86%,92.62%
0xf3110237ceeb73d09ca029C96A751c1B48395145100.764476284582671469 MobLP 0.0359%,0xf3110237ceeb73d09ca029C96A751c1B48395145100.7644,0xf3110237ceeb73d09ca029C96A751c1B48395145100.764476284582671469 MobLP 0.0359, ,0xf3110237ceeb73d09ca029C96A751c1B48395145, 0.0359,100.7644, ,114,100.7644,96.99,,16.33%,36.31%,67.46%,93.44%
0x1e2357c9982901b67D2486E346AAbEf117A86772100.757327786313636103 MobLP 0.0358%,0x1e2357c9982901b67D2486E346AAbEf117A86772100.7573,0x1e2357c9982901b67D2486E346AAbEf117A86772100.757327786313636103 MobLP 0.0358, ,0x1e2357c9982901b67D2486E346AAbEf117A86772, 0.0358,100.7573, ,115,100.7573,97.03,,16.48%,36.62%,68.05%,94.26%
0xC4060cC90A846be22fDBCA477B3f251B61e6CE2B100.75023454446077494 MobLP 0.0358%,0xC4060cC90A846be22fDBCA477B3f251B61e6CE2B100.7502,0xC4060cC90A846be22fDBCA477B3f251B61e6CE2B100.75023454446077494 MobLP 0.0358, ,0xC4060cC90A846be22fDBCA477B3f251B61e6CE2B, 0.0358,100.7502, ,116,100.7502,97.07,,16.62%,36.94%,68.64%,95.08%
0x693928182F14C428628Dfd151D3018e767A21Cb6100.743195985647304049 MobLP 0.0358%,0x693928182F14C428628Dfd151D3018e767A21Cb6100.7431,0x693928182F14C428628Dfd151D3018e767A21Cb6100.743195985647304049 MobLP 0.0358, ,0x693928182F14C428628Dfd151D3018e767A21Cb6, 0.0358,100.7431, ,117,100.7431,97.10,,16.76%,37.26%,69.23%,95.90%
0x6871f7D6509E74120E147172E392675dD6f76291100.58406682637008683 MobLP 0.0358%,0x6871f7D6509E74120E147172E392675dD6f76291100.5840,0x6871f7D6509E74120E147172E392675dD6f76291100.58406682637008683 MobLP 0.0358, ,0x6871f7D6509E74120E147172E392675dD6f76291, 0.0358,100.5840, ,118,100.584,97.14,,16.91%,37.58%,69.82%,96.72%
0x611dCd191690a60A4ed50021505882762c316Bc0100.265457501794302446 MobLP 0.0357%,0x611dCd191690a60A4ed50021505882762c316Bc0100.2654,0x611dCd191690a60A4ed50021505882762c316Bc0100.265457501794302446 MobLP 0.0357, ,0x611dCd191690a60A4ed50021505882762c316Bc0, 0.0357,100.2654, ,119,100.2654,97.17,,17.05%,37.90%,70.41%,97.54%
0xB3b085AbA9ca1672D6747a236443AD4a95Dd97Ed100.179125294092564734 MobLP 0.0356%,0xB3b085AbA9ca1672D6747a236443AD4a95Dd97Ed100.1791,0xB3b085AbA9ca1672D6747a236443AD4a95Dd97Ed100.179125294092564734 MobLP 0.0356, ,0xB3b085AbA9ca1672D6747a236443AD4a95Dd97Ed, 0.0356,100.1791, ,120,100.1791,97.21,,17.19%,38.22%,71.01%,98.36%
0x626A843E7214E85047b356DF0bF8600A60b52030100.17610928858650138 MobLP 0.0356%,0x626A843E7214E85047b356DF0bF8600A60b52030100.1761,0x626A843E7214E85047b356DF0bF8600A60b52030100.17610928858650138 MobLP 0.0356, ,0x626A843E7214E85047b356DF0bF8600A60b52030, 0.0356,100.1761, ,121,100.1761,97.24,,17.34%,38.54%,71.60%,99.18%
0x30C21d781A6F778dF51feafE342F9Cc12A926734100.161604812375265394 MobLP 0.0356%,0x30C21d781A6F778dF51feafE342F9Cc12A926734100.1616,0x30C21d781A6F778dF51feafE342F9Cc12A926734100.161604812375265394 MobLP 0.0356, ,0x30C21d781A6F778dF51feafE342F9Cc12A926734, 0.0356,100.1616, ,122,100.1616,97.28,,17.48%,38.85%,72.19%,100.00%
0xCB429ab8e5aa61D877a5DCEe7756e00A3bbC3ce399.961959623055764049 MobLP 0.0356%,0xCB429ab8e5aa61D877a5DCEe7756e00A3bbC3ce399.96195,0xCB429ab8e5aa61D877a5DCEe7756e00A3bbC3ce399.961959623055764049 MobLP 0.0356, ,0xCB429ab8e5aa61D877a5DCEe7756e00A3bbC3ce3, 0.0356,99.96195, ,123,99.96195,97.32,,17.62%,39.17%,72.78%,
0x3ac022aAcB9d08E2ba3e0ac90644c6A98FE89D9499.959923424323388711 MobLP 0.0356%,0x3ac022aAcB9d08E2ba3e0ac90644c6A98FE89D9499.95992,0x3ac022aAcB9d08E2ba3e0ac90644c6A98FE89D9499.959923424323388711 MobLP 0.0356, ,0x3ac022aAcB9d08E2ba3e0ac90644c6A98FE89D94, 0.0356,99.95992, ,124,99.95992,97.35,,17.77%,39.49%,73.37%,
0xd4DC77165051bc2AeAdFf2C8A681B87163E4782099.918920177046818408 MobLP 0.0355%,0xd4DC77165051bc2AeAdFf2C8A681B87163E4782099.91892,0xd4DC77165051bc2AeAdFf2C8A681B87163E4782099.918920177046818408 MobLP 0.0355, ,0xd4DC77165051bc2AeAdFf2C8A681B87163E47820, 0.0355,99.91892, ,125,99.91892,97.39,,17.91%,39.81%,73.96%,
0xea892E9C9D8a6003a5b3cF6777e2131c1e81DFF199.916974016609197947 MobLP 0.0355%,0xea892E9C9D8a6003a5b3cF6777e2131c1e81DFF199.91697,0xea892E9C9D8a6003a5b3cF6777e2131c1e81DFF199.916974016609197947 MobLP 0.0355, ,0xea892E9C9D8a6003a5b3cF6777e2131c1e81DFF1, 0.0355,99.91697, ,126,99.91697,97.42,,18.05%,40.13%,74.56%,
0x1546c6d0AC91BDeD1368ea4CB76a8dDc9BD6036299.916519412186474919 MobLP 0.0355%,0x1546c6d0AC91BDeD1368ea4CB76a8dDc9BD6036299.91651,0x1546c6d0AC91BDeD1368ea4CB76a8dDc9BD6036299.916519412186474919 MobLP 0.0355, ,0x1546c6d0AC91BDeD1368ea4CB76a8dDc9BD60362, 0.0355,99.91651, ,127,99.91651,97.46,,18.19%,40.45%,75.15%,
0x0b5D9971D4FDF20CA1ccceDf8D5802F1EDf39FB299.91607074806392799 MobLP 0.0355%,0x0b5D9971D4FDF20CA1ccceDf8D5802F1EDf39FB299.91607,0x0b5D9971D4FDF20CA1ccceDf8D5802F1EDf39FB299.91607074806392799 MobLP 0.0355, ,0x0b5D9971D4FDF20CA1ccceDf8D5802F1EDf39FB2, 0.0355,99.91607, ,128,99.91607,97.49,,18.34%,40.76%,75.74%,
0x98692511891011682a7802F6cc9c686189050aC699.915627933867576047 MobLP 0.0355%,0x98692511891011682a7802F6cc9c686189050aC699.91562,0x98692511891011682a7802F6cc9c686189050aC699.915627933867576047 MobLP 0.0355, ,0x98692511891011682a7802F6cc9c686189050aC6, 0.0355,99.91562, ,129,99.91562,97.53,,18.48%,41.08%,76.33%,
0x90EcA4b2d94a14F65644A7C6b0B054a311E25C7d99.915190880898058249 MobLP 0.0355%,0x90EcA4b2d94a14F65644A7C6b0B054a311E25C7d99.91519,0x90EcA4b2d94a14F65644A7C6b0B054a311E25C7d99.915190880898058249 MobLP 0.0355, ,0x90EcA4b2d94a14F65644A7C6b0B054a311E25C7d, 0.0355,99.91519, ,130,99.91519,97.56,,18.62%,41.40%,76.92%,
0xf9549Fbbb4fD59031740A3dd0D69EaD1b6d90f7399.898239338321249411 MobLP 0.0355%,0xf9549Fbbb4fD59031740A3dd0D69EaD1b6d90f7399.89823,0xf9549Fbbb4fD59031740A3dd0D69EaD1b6d90f7399.898239338321249411 MobLP 0.0355, ,0xf9549Fbbb4fD59031740A3dd0D69EaD1b6d90f73, 0.0355,99.89823, ,131,99.89823,97.60,,18.77%,41.72%,77.51%,
